"Key","Value"
"23c814bc-d873-403a-aa58-0fd1e1470f93","ELS APP Babtec Admins"
"16977739-dd2c-46a9-b6c2-34b992dedb7f","ELS PER TECHNIK_Elektro_Phoenix_Plotter R"
"f97b1bad-9cfa-42a2-ba1a-bb567f2813cd","ELS PER VERKAUF_015_KEY SHOT R"
"f85c781d-8308-4be0-b30b-4f6cad0ff866","SRMW_Intune_Win_Devices_Depl_AADJ-ADM"
"836a475a-2ce9-451d-bcd8-96ff490cc08f","ELS PER TECHNIK_TechnBerechnungen_12_LAYOUT_SCR_OXI RW"
"cd0d79f1-375e-475a-a945-d74a07b835ae","ELS FunctionDepartment Operations"
"9f8102ef-736b-4c61-a608-77da1375c714","ELS PER APPLICATION_DBBildungsbericht RW"
"3c735250-70fc-4d56-81d0-d2f1f8359fcb","GLB Azure FidoKey Authentication"
"a5c02c34-83ba-4115-a20c-963dfd134a2c","ELS PER ORGANISATION_Qualit?tsundUmwelt_Datenbanken RW"
"7924ef1d-53cd-466e-9571-730fbe261c1e","ELS PER VERKAUF_000_SALES RW"
"5275bd72-5350-4c4f-a42f-1c7137a34551","ELS PER ORGANISATION_Einkauf R"
"2c905562-0888-4263-b788-dede6a6f9c3c","ELS PER TECHNIK_TechnBerechnungen_11_LAYOUT_FILTER R"
"3562e986-c215-4c6e-ad06-4c36daf017ea","HUG Users to Migrate"
"30aef7a6-6b38-4dc7-80e1-a68b0975efa7","TRT NTFS AZW32"
"92de16f7-a44b-4f26-8146-93150c0278bb","ELS PER HECN_HUG R"
"bbe8c443-140f-432a-bcad-c645f53a9670","ELS PER TECHNIK_Elektro R"
"005c3118-384e-4f13-9edc-d588abeb9aa0","TEST DEPARTMENT TEST2"
"20eff3c8-922a-4410-a04e-9404764e8557","ELS PER TECHNIK_Elektro_Bibliotheken RW"
"2271da73-48b0-4615-b64d-9f1a9d05c215","ELS PER TECHNIK_RnD_Fueling R"
"7bd5bf0e-3b0c-4ab4-8a2c-1cbab1343554","ELS PER ORGANISATION_IT_Systeme R"
"1509a719-ce94-408e-98d7-8a1155fdd3f6","SRMW_Intune_Win_User_Normal-CHELS"
"fb28038e-dd5c-49d6-80cf-92dfb5a1f597","ELS SP_ICBP RW"
"1086cddd-1da5-4ddb-8f58-8f1b513b0390","ELS Function Director AFO-WW"
"49528f99-b37c-491e-944d-fccb699ff946","ELS Apprentice HR"
"0b5bc155-1338-4a23-a70f-8779d6611a0f","ELS OLD Apparatebau"
"603d9e69-682e-43f1-8a64-a4c2850a1d0a","ELS APP Productstream Office"
"f707d99d-cda6-430d-bba5-8cabb7ec92e5","ELS PER TECHNIK_RnD_Digitalization R"
"4b86a4d0-d53b-42fb-843c-9768174dfd47","ELS PER ORGANISATION_Administration_Sunrise Mobile R"
"82a211b1-4a02-438b-9686-913f8a5c9a50","ELS Function Director Transport Logistics"
"3cc43fcd-9a55-4062-b77d-20d6c15dcf22","ELS PER ORGANISATION_Personal_HEDE R"
"f26c721d-e63e-43b9-8ee7-481aed3cc68d","ELS PER TECHNIK_Labor_26KVP RW"
"3ebd4b0a-d8bc-4591-843c-0e8a4f4bf3fd","ELS PER TECHNIK_Elektro_Dokumentationen R"
"7019b6dc-de8c-41e3-97f1-10faea7d084c","ELS PER VERKAUF_000_SALES R"
"da7fb4b9-5804-4ff7-88ba-625788abd79c","ELS PER ORGANISATION_Qualit?tsundUmwelt_Gefahrenstoff R"
"9ef5b738-7d6d-4585-a37f-2383b7eb5f54","Thinking Objects Migration Project"
"5860faaa-555c-409a-984e-e12c34e61a54","ELS PER VERKAUF_014_GRAFIK RW"
"532c659e-1716-4fa0-8c93-1fabfc457651","ELS PER APPLICATION_SSD_Settings R"
"138c570d-a3ba-460e-8ae0-848a5a937041","ELS PER TECHNIK_Labor_38Qualitatsthemen R"
"5a9f5ba2-7a8c-4f55-99a2-478bd5b39353","ELS PER TECHNIK_Elektro_Bestellungsinformationen R"
"75f7cc93-8a6a-4598-b574-f247fa2057e9","ELS PER PRJ R"
"c13828cd-5dc0-4f6e-95eb-761d444591ec","MAB Function Sales"
"16b162c1-cbcc-4831-b7bb-afddb6b18fc6","ELS PER APPLICATION_SSD_Templates R"
"69d5d056-5803-46ee-8238-2692a9c2d4bb","ELS PER TECHNIK_Labor_04Berechnungen RW"
"8007c5b3-f0b8-4703-8d90-2222d67d1c5c","ELS Department Apparatebau"
"d1f66fe5-7a29-4ef8-94c5-787bf4b5d38c","ELS Wartungsplaner"
"9b423c13-6289-43ef-8341-62e9582a5b08","ELS PER APPLICATION_DBSales RW"
"34dbc2d8-5e1c-44f7-91f5-6307258104b3","ENS PER DEPT_Management_100HUG Engineering B.V RW"
"d8a3dfb0-9e17-4a2c-af54-7192d56dd60d","ELS PER ORGANISATION_Management_000Archiv RW"
"900307e2-763f-440c-ab5e-43847a16df16","ELS PER VERKAUF_020_AUFTRAGSEINGANG RW"
"3e7b009a-ad14-4c18-adaa-276a72971f2e","ELS PER TECHNIK_Labor_24Temp RW"
"eb1bb7ef-c287-476f-88b5-c2e65d1b4a00","BFA Function Aftersales"
"24a6737f-56d1-4fba-97cb-0b025b594ae5","SRMW_Intune_Win_User_Normal-USCLB"
"c7ba9600-c24e-41af-bf1a-5fb260a25ab1","ELS Department Betriebsmittel Unterhalt"
"4aceadf5-a0cf-4cbf-a151-c61f0600fa7f","ELS Department Verkauf"
"b8f6c5af-6263-4703-9354-177e5e91fdce","ELS PER TECHNIK_Elektro_Lernende RW"
"990135e7-b8f0-4d3d-9b28-a0955f0cb84d","ELS PER TECHNIK_Labor_01Messungen R"
"90ccf177-fc93-454b-8182-93fa46dd3c99","ELS PER TECHNIK_Elektro_Bestellungsinformationen RW"
"9a4c8aec-3760-4197-a47f-193120a2a068","ELS Function FAU-TaskForce SupplyChain"
"6f313361-1d13-400d-9ab5-9936c6da6ba6","ELS DepartmentHead Work Preparation & Warehouse"
"7be3db72-490f-49c9-9549-916036dcb92a","ELS PER ORGANISATION_HHPBoard_050SupervisoryBM R"
"3633d4bd-1de6-48dc-bcd4-b1cca47970db","ELS PER ORGANISATION_Dokumentation_docshop RW"
"39f148e7-4107-48de-a948-47254efbf5ad","ELS PER TECHNIK_02_Entwicklungsprojekte R"
"d23b183b-02b5-4859-a705-e067dcc104b3","ELS OLD Produktion_Ofen2015"
"627eb1aa-75a3-4965-8f12-d757e5854c34","ELS PER TECHNIK RW"
"298f0c92-2052-40c4-8500-49fe30b08a24","ELS PER HECN_HUG_QM RW"
"5dae34e0-e759-4da3-8ca8-074bfaf8c5b5","ELS DepartmentHead Product Management"
"60fa73a1-8553-4667-8722-ef80d02195f8","ELS PER PRJ_Tools RW"
"134efe1c-cdd1-49a4-b782-f11bd4543533","ELS PER VERKAUF_004_PREISKALKULATION R"
"db8effcf-5e0b-4d0d-800e-1a3af8f649ba","ELS Apprentice Finance"
"b321e85e-0680-4842-a926-f9cfab4a6023","ELS PER TRAINING RW"
"30e07c1f-c6fd-4fd2-b435-2b611809592e","ELS Function FAU-FCM Lawyers"
"22d61146-2cd9-40cb-901f-e9429bd373fa","ELS PER TECHNIK_RnD_MarketInformation RW"
"ba60f96d-b6e4-4e49-b7d8-b2a69d295475","ELS APP Layouttool Admins"
"f765f116-0af8-4c1f-a388-000b2a311b21","ELS Apprentice Order Processing"
"d953a902-c812-44cc-ab1d-75285dcb0f78","GLB Proxy HTTP Access Groups"
"4b010e11-e531-4ac0-8d6b-1faa33268c87","ELS Apprentice Project Management"
"c4473811-5994-495f-9698-58933c1f53bd","ELS PER TECHNIK_Elektro_Anleitungen RW"
"451dfc77-4c51-424c-bbc7-a6e8b8e97fec","gpo - ITTRT Users IE Language Settings DENY"
"24cd8c15-f106-4b33-a454-92145d78f90e","ENS Function ManagingDirector HENL"
"f7c0f2ee-6cf0-4f74-a41e-30e8aeba261b","ELS SP_ICBP_HEIT R"
"df36322f-a473-47f4-9e60-bd4702fa83ee","ELS DepartmentHead Backoffice"
"f212263c-ff03-40c5-bb04-9c8b64d296b7","ELS PER PRJ_Tools R"
"ffe11280-197d-42fd-8a09-12246fb1baec","ELS PER TECHNIK_TechnBerechnungen_20_LOG_DATA_ANALYZER RW"
"57429bc9-f5ed-49a9-98cd-cc305eb91ab1","ELS OLD Betriebsmittelkonstruktion"
"2875da6f-74c0-4c66-afd8-ee9028a0da76","ELS PER ORGANISATION_Qualit?tsundUmwelt R"
"9b9a3387-3d02-441e-ab41-ec49d31bac36","ELS PER TECHNIK_Labor_08Infrastruktur RW"
"9a965508-2a19-4003-945c-e4fb5f095386","ELS Function Director ERP"
"9086810e-8f43-4b61-ac81-585cf0ba8f61","ELS PER TECHNIK_RnD_Innovation R"
"024d2539-4714-4913-91f7-091f255b5ceb","ELS PER TECHNIK_Apparatus RW"
"a3dcb041-9e2a-451f-aacf-8f7676da7104","ELS DepartmentHead Marketing"
"34cc4ef2-c8b9-4131-99f9-cbbaf6a7df43","ENS PER DEPT_Management_Strategisch R"
"89235db0-05a8-4f12-8bfd-017b39948c6a","MAB Function Project Manager"
"8ca298ce-8d0a-4e06-872f-8a3aa00d2089","ELS PER BRIEFKASTEN RW"
"2024c191-8176-4bda-8aa9-7d0d9ee377f6","ELS PER ORGANISATION_Management_090Finance R"
"6ce4dfc1-f285-4275-8425-d17ae2965b2e","GLB LIC M365 Power Automate Free"
"c8ded876-c134-4d0b-b2ae-7a7d67b9934d","ELS Share APPLICATION"
"8cec5940-a237-4e1d-a4a9-150c8cd49ac0","ELS Department Deviation Management"
"29a3be87-02d4-4302-aaec-13d76ff13c7f","ELS Function all C-LEVEL"
"10ef77ad-22f1-40ca-b43e-c2f65f99aaa4","ELS PER TECHNIK_Labor_20Sitzungen RW"
"f3cd25bb-f1de-492f-b26f-7b6902996506","SRMW_Intune_Role_ViewOnlyAdmins"
"c90c151d-3aae-4a37-88f2-dbac2447a500","ELS Abacus_Modulverantwortliche"
"e85ee3f9-3b3d-48bd-88a8-8a648755bb92","ELS DepartmentHead Automation"
"7864c2ea-84a9-4b77-8aa5-68d7f75f5027","ELS PER VERKAUF_009_MESSEN RW"
"096711d3-3c40-4fc8-8729-8083191d2f6b","ELS OLD Hug_Italien"
"85d30347-0f0e-481b-b23d-51004a6d629b","ELS PER TECHNIK_CAD_13_Austausch_Faurecia RW"
"cf483ab4-fd4b-4ef1-a4f1-00a2b8e1294b","ELS FunctionDepartment Marketing & Product Management"
"c5451576-2453-47b2-bd30-aacd263adfce","ELS PER VERKAUF_010_WERBUNG R"
"c004727d-d03c-48f1-bdd7-d70ea743a4a5","ELS Function FAU Support Quality Management"
"61f74f5a-49b6-49f2-8360-a5d9cff2ea6c","ELS PER VERKAUF_008_ADRESSEN KUNDEN R"
"b9ebfc16-a777-4b1d-83b7-204e002fdaf7","ELS Function Management Assistant"
"415ea8e8-fdaf-42ae-8dba-d280b9b5f8aa","ELS PER APPLICATION_Abacus L"
"95e102ce-f4d5-4da1-8153-a7e9d516da73","SRMW_Intune_Win_Devices_CAD"
"83206991-a4a2-4d81-814a-88d4774de571","BFA Function ManagingDirector HEUS"
"11661717-0769-42e1-a37e-abeec09f414c","ELS PER ORGANISATION_HHPBoard_060Budget&SP RW"
"51450e96-9244-4b46-9cab-def0ff6be9e3","WW HUG Global Sales"
"4087a3f9-2101-4a6c-ab95-b9df0d47e7cb","ELS PER TECHNIK_CAD_17_TACTON R"
"ee8cc840-62db-434c-a823-fa56b51ad344","ELS PER ORGANISATION_Finanzen RW"
"70dc0988-741d-416c-8e54-c6a05f366e1a","SRMW_Intune_Win_User_Normal-NLENS"
"c10ab1d1-f1c0-4f54-8a7b-d708a3d51194","ELS PER OPERATIONS_4Archiv RW"
"92b41592-9730-4faa-9f18-8d9a90d2e8e5","ELS PER TECHNIK_03_Entwicklungsprojekte_Keramik L"
"3a0b93bc-6942-403b-ad38-c86c001629a9","ELS APP Typenschild-Datenbank_Lesen"
"b18c00a6-1e62-477f-9ddd-378aef35b7c1","TEST PER TESTDRIVE2_FOLDER L"
"eb2d6e69-c927-40f3-8b68-81a86b55344f","ELS PER TECHNIK_SystemEngineering R"
"1c141994-014f-49b1-88f1-2b6903255aee","GLB All Skype User Administration"
"1d49f1d9-ec2e-461b-a7ed-424f00da2e78","ELS Department Produktmanagement"
"f82088e9-a7d2-405b-b483-c743ce28b738","ELS SP_Abteilungs-Seiten_PM_KnowledgeManagement R"
"ec7344a3-e0c7-4a8a-9532-fc79d5127922","ELS PER APPLICATION_Abacus_Auslastungsreport RW"
"c7992583-cf35-4eae-b761-93fe4ee1f83e","ELS PER ORGANISATION_Einkauf_03SupplierManagement RW"
"cd3afa0e-2de4-4a50-a0f9-03dcf5e2047d","ELS SP RW"
"979ba360-4e7c-4c8b-8172-a647d5a8cfcd","ENS PER DEPT_Management_10NDAFrameAgreements RW"
"e6a7ebd5-5fbf-4994-a097-eaf0925cba2a","MBI HUG Department Service"
"79cd82c1-ae2c-47a2-9ba6-9df529377a08","ELS Apprentice CAD"
"27791afa-5901-4580-bb1e-5cd853c5c63a","ELS PER TECHNIK_Elektro_Konzepte R"
"36237890-b989-4b5e-ab50-c31abbb6401e","ELS PER TECHNIK_CAD_14_MCxx RW"
"3da5143d-287d-459a-95fd-dc12721e8c31","ELS PER ORGANISATION_Service R"
"1baf9941-eaba-4e89-8337-cf0d21297b25","ELS Function FAU-BTC CAD"
"1e5776c8-93e4-48fb-8830-605d42a4d1ff","SRMW_Intune_Win_User_All-CHELS"
"b1015b20-a9ba-4da9-8d41-edefbbfe7a96","ELS Function HEUS"
"339d7d67-95c9-4588-8442-ee59d2ac7797","ELS Function Executive Board Hug Group"
"5700cd6e-3c67-46ae-9cc9-10ed4c16b334","ELS PER TECHNIK_TechnBerechnungen_80_TabGraphRohstoff R"
"d2c618aa-dd7e-4751-aca7-cc6b5dda01ac","ELS Department Sekretariat"
"d446c480-ef78-4292-9e92-e63ec895b9d2","gpo - ITTRT Computers WSUS DENY"
"4a36d2e9-7bc0-4eb5-b407-1d593a7ab247","ELS FunctionDepartment Corporate Development"
"ac34c66d-4d11-4c6a-bf2d-90ad77b8732a","ELS PER APPLICATION_ePlanP8 R"
"ee49cb75-e4d6-4381-8185-a89572545eb4","SRMW_Intune_iOS_Device_Managed"
"5d5ab851-fab4-40b5-b02a-bc43615fb3ab","ENS PER DEPT_IT R"
"3155244e-58f8-4323-ba6b-f7f033d589c8","ELS Department Finance Controlling"
"f4a050f7-af01-4e29-aeea-45620b401d22","ELS SP_Abteilungs-Seiten_Marketing RW"
"ad5b8f22-6967-4a33-a8c7-6ba206710ba3","SRMW_Intune_MobileMAM_Users_All"
"46718f50-26a9-479f-a806-609e77e57ea1","ELS PER MOBICLEANR R"
"66bcb2fd-c55a-4b37-9a16-53e23b9f019e","ENS PER DEPT_Management_4HR RW"
"d1e4b26c-6c86-4610-b5cd-141fb5d11aee","ELS PER BRIEFKASTEN R"
"2750eb6c-514e-4f22-8664-af4ae0ee2303","ELS OLD Bereichsleitung"
"99b56976-26e6-4dae-bef3-500c12f72ddc","ELS DepartmentHead CAD"
"736db164-3e1d-474d-ba37-3067eaa453d5","ELS PER TECHNIK_Labor_27Zertifizierungen RW"
"e04ea0b4-9a8d-495d-aeae-1cd2378e7f21","ELS SP_ICBP_HEIT RW"
"e6513589-8ce4-48ed-8be6-348b480896ae","ENS Department Service"
"05401b19-afed-47d7-b32a-0d015698c725","ELS Function Measurement Equipment"
"901c840f-1fcd-4c1d-a95d-69a4c6ef129f","ELS OLD Verkauf"
"10c5f252-d066-4f78-ba8e-52462d6aad3c","ELS EPLAN"
"3b4be302-0c41-4b0d-a7a8-f9e1723cc983","ELS OLD Technik"
"f8a84a86-590b-4fb3-8271-b3bfddb89a43","ELS Function Product Confromity"
"07337256-1d84-41d7-85f5-f2cc20de143d","ELS SP_ICBP_HEDE RW"
"1aadc4a1-4ac5-4176-b3de-a93cd2593939","ELS DepartmentHead Certification & Classification"
"cd2b7b2c-5da0-47a5-8d06-d530cb6eed41","ELS Zeiterfassung"
"73344608-af0f-4501-9fb1-fa89b5532563","ELS PER TECHNIK_Labor_22Bilder RW"
"99934a9d-f5ef-4744-a028-f37a293d297c","ELS PER TECHNIK_RnD_Presentations R"
"ed378aa5-0ddc-41b5-ba06-388c77786df3","ENS Function Applications Marine"
"69c9f640-c966-4d13-85ec-b7ae3885291f","ELS SP_Abteilungs-Seiten_Information Technology RW"
"b9d302b5-793c-4021-9b34-3123ea00274d","ELS PER TECHNIK_Elektro_Hug_Intern R"
"f2850510-2841-4782-862f-5b83583c5374","ELS PER TECHNIK_03_Entwicklungsprojekte_Keramik_8- F-Projekte R"
"9119e8ce-f7c5-43d3-98e9-757d354cf35a","ELS Function Director Finance HUG"
"1ac7b265-d0e3-41df-b433-49e2aa0dd4bb","ELS Function RnD Project Manager"
"4fe18158-6e4a-433a-b62a-898719b6f0b8","ELS PER TECHNIK_Productline_02PowerGeneration R"
"b1774f25-849a-4961-a842-2b993afb08d0","ELS PER TECHNIK_Components RW"
"dc69525a-9817-43b0-9dde-8154814d4364","ELS Function HEDE"
"518f2571-73a3-43cd-ad8c-14c8912998dd","ELS Department Finance"
"599a62ee-d755-4607-a04f-8b9f5cfab07b","BFA Department Sales"
"c9b8c289-e5ed-451d-908e-02e2811e719b","TEST PER TESTDRIVE RW"
"805c6255-c9ac-4f69-86ab-4784b3c9146d","MAB Function Assistant to Sales Team"
"50d286b8-a1ce-412c-8566-27bb8592a454","ENS Function Controlling HENL"
"d20aaf98-c800-4221-9aae-0dd8c55e5f84","ELS TeamManager Apparatus Engineering"
"d9d19c9b-37d8-4d95-bbf5-45d3ed3d5128","ENS PER DEPT_Management_Auditjenbacher2012 RW"
"59f81613-553a-428c-ac43-190684be78da","ENS PER DEPT_Management_0Group R"
"4fba0b26-9ad7-4b68-9a01-7726733f99f7","ELS PER ORGANISATION_Einkauf_17_PurchaseDevelopmentRD R"
"68c16121-c1ad-49fe-be2e-d870a51259d0","ELS SP_Produkthandbuch_Arichiv RW"
"5eb21f5b-0205-4690-ada6-1a43d0a3c655","ENS Function Sales Engineer"
"fbdf7ddb-a15a-4458-a58c-f4c646c1221c","ELS DepartmentHead Global Service Center"
"32f235e0-933d-4e17-aacd-731220206791","ELS PER ELSVMBABTEC1 Babtec-Import RW"
"df72bc1f-6cf4-44b4-990c-32b0b48cd4ca","ELS PER TECHNIK_Labor_39ArbeitsbewilligungFremdfirmen R"
"24057e52-3202-479b-8e19-c73248bdac8e","ELS SP_Abteilungs-Seiten RW"
"4fb4f208-a31f-4f73-aaac-4fc3098ca25c","ELS SP_Abteilungs-Seiten_PM_Certification and Classification RW"
"39f0089d-8640-40b3-9017-9e8813bde973","ELS PER OPERATIONS_5FerienUndPikettplanung R"
"3d3122e6-3213-4b46-86a2-112f9f8bfd22","ELS PER APPLICATION_Keytech RW"
"57037377-e683-4db1-8cdd-41ecc59be940","ELS OLD Projektleiter Verfahrensentwicklung"
"67eae8d6-26d2-49b8-bf3e-786a60485e4d","ELS Department Qualitaets- Umweltmanagement"
"b2c6ea1a-97c0-4abb-8daa-413838ae4976","ELS PER TECHNIK_Productline L"
"dae3e916-6d94-47fb-ae89-f5950aaf6e1c","ELS OLD Produktion_SCR"
"4abaec5d-0bd3-486c-8c19-c8c763e78b46","ELS PER TECHNIK_TechnBerechnungen_12_LAYOUT_SCR_OXI R"
"b456f514-1953-4696-b420-0575ff7d9d31","MAB Function Director SALES (HEDE)"
"09a16711-916a-4e2f-8c49-0b80dc42bac9","ELS PER TECHNIK_CAD_10_FEA_Faurecia RW"
"64f9902d-3cb3-4c68-86ac-124113c42393","ELS PER TECHNIK_Elektro_Standard R"
"3be4771d-2cdf-421b-831a-030e0019a615","ELS PER TECHNIK_CAD_00_Archiv R"
"1bec0de3-78cf-45f9-8ef3-91fac0a246e3","ELS PER ORGANISATION_Qualit?tsundUmwelt_Schweissfa R"
"4a09991b-123a-4e1b-8d11-c2e95932f003","ELS DepartmentHead Service"
"cc88a5e0-a731-43d2-92d4-95c2d6db3503","ELS PER TECHNIK_FMM Application RW"
"0c0014f0-f983-4a41-a0e2-1252f7ab6cd5","ELS Department Produktmanager_Entwicklungs_PL"
"5c63e17d-0b56-4b38-b226-dd205664020c","ELS PER ORGANISATION_Administration_Marketing RW"
"3e8ceb13-c154-4dfa-9a97-96e445c7f33e","ELS FunctionHead Corporate HR"
"1e1b32ff-53b1-434a-ac83-e7aa327e16aa","ELS OLD gr_Service"
"d142dd8f-848e-4feb-9afc-e56e4e691cc1","ELS PER TECHNIK_Labor_35Lessons learnt R"
"67b4ca44-99d9-4555-a267-8dec97be3930","ELS PER PRJ_ProjectsReport R"
"d207aab1-b39d-49b5-939d-2974a7f02ca5","ELS PER VERKAUF_022_Info aus Verkauf R"
"e4f026c2-125d-43fd-86f9-4bb419094310","ELS PER PRJ_Projects RW"
"291a493f-21c1-4201-a7e0-b56074a37f26","ELS SP_Abteilungs-Seiten_Verkauf RW"
"667a2ac6-55bd-4375-8025-624ee63641ae","ELS Department Global Service Center"
"c5862009-b5a8-4dae-95d4-1c8dc067b6a9","ELS PER ORGANISATION_Personal RW"
"941551e7-8673-4a8c-9bea-6c2431b2d93d","ELS PER ORGANISATION_Dokumentation_Dokumenten-Arbeitsverzeich RW"
"c804c9d1-a9f1-4387-a325-cc4e12b5b7d9","GLB SharePoint Admins"
"8218da56-4166-424b-8796-7cc620c237b6","ELS PER ORGANISATION_Einkauf_06ProcessesABACUSTrainings RW"
"a3e3e3d0-351f-4808-b661-ce2b68b0345d","ELS PER TECHNIK_Labor_07Auftr?ge RW"
"8e4dcb43-a177-4065-9248-342b2133eb12","ELS PER VERKAUF_022_Info aus Verkauf RW"
"b538f00a-4b53-4448-8e51-da1d5255d40e","BAV Deparment Components"
"ce18cd1c-b02b-4b7e-b151-19e893843c77","ELS PER TECHNIK_EntwicklungStahlbau R"
"dd086872-0d1d-4928-8ad5-59bbd77b3f2d","ELS PER ORGANISATION_Personal_RnDdevelopment R"
"7a7153ed-9f70-4053-a2c3-deaccd5a7ec8","ELS DepartmentHead Deviation Management"
"d9cde38f-d288-4c91-8885-a117edfbe13e","ELS PER ORGANISATION_HLT RW"
"26268c47-217d-4d4c-98a6-ba47c2bd3abb","ELS SP_Abteilungs-Seiten_Personal R"
"2d9e0ce2-e11e-4a82-a5e7-54d112b06ad3","ELS PER ORGANISATION_Einkauf_17_PurchaseDevelopmentRD RW"
"02a2f4df-d1fa-4978-a7eb-e1e8934bf014","ELS APP Keytech Users Editor"
"30543c8a-f426-4c81-80c1-42cd5cd73ffc","ELS PER ORGANISATION_PMMarketing RW"
"87e3cda7-899e-495e-88e9-9fa67bb6fc5f","ELS PER ORGANISATION_Personal L"
"45ed6daa-5cfe-4221-b253-37dd0ec42d2a","MAB Function ServiceTechnician"
"708ef6fd-7e06-4950-924a-224e28359406","ELS OLD Qualit?t_und_Umwelt"
"9232261a-903e-43fd-b012-d5ec6cff3de1","ENS PER DEPT_Management_4HR R"
"975a78f5-79c4-4b7e-9567-db01a8b40ce3","ELS PER APPLICATION_TIM L"
"382c579a-6424-4f9b-a81a-1cbbb0925154","ELS SP_Abteilungs-Seiten_InformationTechnology_Migration R"
"ece85674-d026-4ed3-a2fb-dd1c9da4d80e","ELS SP_Abteilungs-Seiten_Technik RW"
"550de505-5192-4db7-83fb-db021656a0e3","ELS FunctionDepartment Research & Development"
"48bb95e8-e1cb-4771-8087-4b5604301f9f","ELS Function Director Mechanical Engineering"
"c84d0781-e6d6-45f8-8cb2-a8b7ad05988c","ELS PER TECHNIK_TechnBerechnungen_90_GRUNDLAGEN_RECHNUNGEN R"
"fc963f72-f303-4139-a58e-16d90fe57dc2","ELS DepartmentHead Sales & Key Accounts"
"c34749ee-21c3-4f29-b748-a6bf8f89213a","ELS Share OPERATIONS"
"fa9e8525-6ba6-4417-b32f-80c2a8018cb0","ELS PER OPERATIONS_3ProduktionsnaheBereiche R"
"fa9235a7-c2f1-4f4c-8cbb-2f04928c215f","ELS PER TECHNIK_Elektro_Hug_Intern RW"
"22fc04df-8f00-47fb-97e8-50616cbb501e","ELS PER ORGANISATION_Abteilungsleiter L"
"f1df909f-f998-4ea8-aa47-c1bedf7374f6","ELS PER APPLICATION_DBBetriebsmittel R"
"0badb7a9-f13b-432c-b34d-372283dfb366","ELS SP_Abteilungs-Seiten_Finanzen RW"
"8eaddec9-4122-4ee9-bcd9-49aec9634121","ENS PER DEPT_Management_1Rapportage R"
"48bee798-438b-4ba6-8fe0-1ec214d04bc2","ELS PER APPLICATION_TIM_PublicationText RW"
"3960e9de-7ef0-44b7-92f7-cd8a4c7eabf5","ELS OLD Produktion_Leiter"
"dbf2c062-fc0d-4a9b-8291-678d6a296c95","ELS PER TECHNIK_TechnBerechnungen RW"
"3736d444-f333-46a2-a03b-58b20f1211b2","ELS Function ERP-Abacus"
"ad20465a-6b1b-4eac-aea4-7f9cd12939f8","ELS PER ORGANISATION_Administration L"
"bd2b8beb-f727-4b1f-91f0-a06b4b607960","ELS PER ORGANISATION_Administration_Sunrise Mobile RW"
"dcaf5c09-9b35-4475-986a-34c0e81b84d0","ELS PER APPLICATION_SSD_Log RW"
"03aacd9c-9693-480f-974e-3a3f5792c354","ELS SP_Abteilungs-Seiten R"
"5cefb9e3-85d8-49c8-a888-c501f1cf95c5","ELS SP_Produkthandbuch RW"
"067e02a7-fb40-478b-bb13-78a230a0fc6c","ELS PER VERKAUF_004_PREISKALKULATION RW"
"97421d19-7a07-4bd9-b88e-a9d033f97aad","ELS PER ORGANISATION_Einkauf_05SupplierQuality R"
"7725259b-b18a-4857-ae2e-e7595ef275c9","ELS Unterhalt"
"66282e45-57f6-428b-823b-8ede89db05fa","gpo - ITTRT Users Region Settings DENY"
"eb940412-0938-44dd-9443-009cb9cc0b7a","ELS Function Dangerous Substances"
"d2337f2d-991d-4f9e-a360-fe297723a491","ELS PER VERKAUF_016_VERKAUF RW"
"aff660a7-5ee6-48ee-84ef-22f638881baa","ELS Department Order Processing"
"cd1723c9-8917-43bc-9828-65c785f24a75","ELS PER TECHNIK_CAD_02_St?cklisten RW"
"a2186815-4b3d-48f5-914e-ae8e9184e554","ELS Bildvermessung"
"717f555e-a1c7-45c9-9d40-c2be74dc96f6","ENS Function HR"
"85fdf632-904d-4b44-8895-e8c605812899","ELS PER TECHNIK_RnD_Budget_PnL RW"
"544a8d61-b31a-446f-90f9-b795b08033ba","ELS OLD Labor"
"ec3f3dfe-68f5-43ee-984e-e69cfd21b832","ELS PER ORGANISATION_Management_050Americas R"
"92832905-2ce2-41aa-b294-d84cb5ff9a1b","ELS OLD Einkauf"
"91eedd82-e778-4e92-9ad5-7c2c120d7b9c","ELS PER ORGANISATION_Administration_Allgemein RW"
"c72ffba1-0d84-4528-94f2-0314bb33c866","ELS Function HEIT"
"57d93981-067e-4418-8bf0-c69047b1e3db","ELS APP Layouttool Filter EPU Users"
"6ee67b5e-8fcc-4a65-a211-0be1340db616","MAB APP Datev KaReWe User"
"7c6ad530-ce3f-466f-a5ce-ef604b51a882","TEST PER TESTDRIVE2_FOLDER RW"
"37137b6a-82f1-4675-9f56-2afd47b6f0c2","ELS PER VERKAUF_017_Lieferscheine RW"
"4c4f9429-9d14-4c4c-a02d-5b27bf29fb65","ELS PER APPLICATION_SSD_CMD RW"
"75357e51-e7b0-410e-8c53-9a94d38b3609","ELS PER TRAINING_6_HSE RW"
"e0d8a49d-2e1d-40f0-aebe-8c974a2b69aa","ENS PER DEPT_Management_7ManagementTeam RW"
"2cdc1ced-cbae-4a62-b140-304fdedafe69","ELS PER ORGANISATION_HHPBoard_030CVHHPBM RW"
"d1b05dc8-2c6e-4287-a756-e224dd5f6d37","ELS FunctionDepartment Corporate Finance"
