"Key","Value"
"eb8e1e13-d7fd-4e6c-81a5-f1a4f1307db3","SRMW-Win-ComplMsg-General"
"594482f0-de74-4a5a-b17f-786707a1ba2b","Non-compliant device"
"69610d05-a94f-47ef-8894-7a1199e51591","SRMW-Mobile-ComplMsg-General"
"f20e4372-cf44-4700-b753-6905cf8baf39","SRMW-Mobile-ComplMsg-OS"
"2028eebc-1806-44af-99ac-5125b651b85e","SRMW-Win-ComplMsg-OS"
"e4bad080-97b4-4505-9df9-86e4047ff12c","SRMW-Win-ComplMsg-Risk"
"2c079fa0-9e81-4911-9443-110413d0062f","EnrollmentNotificationInternalMEO"
