"Teams Name","Team Type","Mail Nick Name","Description","Archived Status","Channel Count","Team Members Count","Team Owners Count"
,,,,,,"0","0"
,,,,,,"0","0"
,,,,,,"0","0"
,,,,,,"0","0"
,,,,,,"0","0"
,,,,,,"0","0"
,,,,,,"0","0"
,,,,,,"0","0"
,,,,,,"0","0"
,,,,,,"0","0"
