"id","categoryPath","displayName"
"faaa5433-b6ca-4d6b-baf5-19c22b9a1231","\Microsoft Outlook 2016\Outlook Options\Preferences\Calendar Options\Schedule View","Do not allow horizontal calendar view"
"8767feb2-a848-4283-9af4-c2987bbeaa2b","\Microsoft Word 2016\Word Options\Security\Trust Center","Dynamic Data Exchange"
"e0ec450b-5403-49df-add1-29fe7d3c4982","\Microsoft Edge","Enable Picture in Picture overlay feature on supported webpages in Microsoft Edge"
"c38f05ea-7545-45cb-b655-b95ba12b777a","\Microsoft Edge","Allow users to configure Site safety services"
"c996f3b3-4a47-40ca-904d-510daa3d35a5","\Google\Google Chrome","Allow proceeding from the SSL warning page on specific origins"
"54680f75-52d1-41ee-850e-4b4aa91549d7","\Google\Google Chrome\Allow or deny screen capture","Allow Same Origin Tab capture by these origins"
"a03367be-6ff1-454b-bb7e-ae47b44fa056","\Microsoft Edge\Content settings","Enable default legacy SameSite cookie behavior setting"
"7d381aef-d595-4d92-8218-92f1ed0a37b4","\Microsoft Edge\HTTP authentication","Configure list of allowed authentication servers"
"d304c347-5afa-48ab-8d57-0e5777684df9","\Microsoft PowerPoint 2016\PowerPoint Options\Security\Trust Center\File Block Settings","Legacy converters for PowerPoint"
"39ba3e51-11b6-46d5-a2e3-43384854f016","\Google\Google Chrome","Enable signin interception"
"91e71d55-1949-4753-b810-e2b4d25e9969","\FSLogix\Logging","IE plugin"
"018e03b1-4b20-4924-bd3a-e9e41a6e35fd","\Microsoft Outlook 2016\Outlook Options\Other","Disable Preview Place"
"e396f8a4-87a0-4d79-99d1-517f1321c62e","\Microsoft Word 2016\Japanese Find","Match old kana forms"
"c0f0b8fe-1c92-47a4-b780-8d3077846ecd","\Google\Google Chrome\Default search provider","Parameters for suggest URL which uses POST"
"6c2a0394-68dc-4217-900d-f5c82a4fbf08","\Microsoft Word 2016\Japanese Find","Match 'repeat character' marks"
"29814681-ac59-4920-b4a9-07b380e5b530","\OneDrive","Exclude specific kinds of files from being uploaded"
"fffd47b7-5926-4bd9-84d8-e8518fb8e412","\Microsoft Office 2016\Contact Card\Contact Tab","Replace Label - E-mail"
"7312a73b-7c84-4dba-9096-ac93bbc983e0","\Microsoft Project 2016\Project Options\Calculation\Calculation options for 'Project1'","Move start of remaining parts before status date forward to status date"
"0e99767d-2761-4add-9a1f-388b564162fe","\Google\Google Chrome\Remote access","Enable firewall traversal from remote access host"
"48767004-82c4-4fc6-aa26-f0c2bd353a0d","\Microsoft Edge\Permit or deny screen capture","Allow Window and Tab capture by these origins"
"9bfcbbc1-2a9b-497f-a942-17138d0cde28","\Microsoft Outlook 2016\Outlook Options\Preferences\E-mail Options\Advanced E-mail Options","When sending a message"
"9d8ba71e-53ce-4fae-aced-96ab164bf595","\Microsoft Excel 2016\Excel Options\Security\Trust Center\Protected View","Open files on local Intranet UNC in Protected View"
"5830537b-2a13-417a-806b-8ac374201941","\Microsoft Edge - Default Settings (users can override)","Configure the default paste format of URLs copied from Microsoft Edge, and determine if additional formats will be available to users"
"495ce9d2-4833-476f-8812-fa662692d4ec","\Microsoft Edge\Startup, home page and new tab page","Set new tab page company logo (obsolete)"
"8fd9711e-3d47-42e0-9ab0-0d19cf2eb680","\Microsoft Word 2016\Japanese Find","Match se/she, ze/je"
"b593c104-136d-4a3a-bb99-ad5739bd2567","\Microsoft Edge","Set the default ""share additional operating system region"" setting"
"4f909505-c642-459e-9861-498137319684","\Google\Google Chrome","Allow the audio process to run with priority above normal on Windows"
"5b56af76-684f-46d1-80a9-5d6ee8129706","\Google\Google Chrome\Removed policies","Enable Instant"
"9bd98ff8-5caf-411f-9dbd-d8d5fc147859","\Microsoft Office 2016 (Machine)\Licensing Settings","Allow extended offline use for Office 365 ProPlus"
"bdc62192-a825-44ce-b0f4-8db04f7ff93b","\Microsoft Word 2016\Word Options\Advanced","Show pixels for HTML features"
"435352ce-9db0-41de-a3fc-2c9cac5ec435","\Microsoft Word 2016\Word Options\Security\Trust Center\File Block Settings","Set default file block behavior"
"1c96bce3-3a2a-434c-bfb4-79bcf0a15755","\Microsoft Excel 2016\Miscellaneous","Disable Office Scripts in Excel for Windows Desktop"
"c83d8f5f-a0c2-4fc6-bdfb-2b088c1d975c","\Microsoft Office 2016\File Open/Save dialog box\Restricted Browsing","Activate Restricted Browsing"
"b1ec6fdc-9c4d-4bb5-b840-f884c2e129e7","\Google\Google Chrome\Content settings","Automatically select client certificates for these sites"
"75c292cd-f8ed-4ff9-87d9-3a72996addf7","\Microsoft Office 2016\Security Settings\Trust Center","Trusted Location #17"
"08c9711b-72f8-4804-8cd2-9c77049fd4db","\Microsoft Excel 2016\Excel Options\Formulas","R1C1 reference style"
"89ccb43e-aa85-4a8c-9891-82e0821c3e47","\Microsoft Edge","Control use of the Serial API"
"4fd20a9b-ec0d-4fc0-8b4d-fd5443a840c5","\Google\Google Chrome","Incognito mode availability"
"8cdccf0e-39af-4ad1-b261-f5e485fb3775","\Google\Google Chrome\Native Messaging","Configure native messaging allowlist"
"f12310b4-40f6-4e1f-be82-479f08810898","\Microsoft Office 2016\Contact Card\Contact Tab","Replace MAPI - Mobile"
"81f14fd5-68aa-431f-b169-68383c74055b","\Microsoft Edge","Allow users to bypass Enhanced Security Mode"
"22209a77-7394-427d-99ea-fc73d6e04f1f","\Microsoft Outlook 2016\Outlook Options\Other\Advanced","Enable mail logging (troubleshooting)"
"834b4fa3-da2a-433e-9d00-197e0fc12b28","\Microsoft Office 2016\Contact Card\Contact Tab","Replace Label - IM"
"d80956d6-54b2-41ca-bf4e-426c50f3502f","\Microsoft Office 2016\Security Settings","Enable Minimizing VBA Project Digital Signature Invalidation"
"466bfcfd-b919-4e25-b3af-52e3fdd686cf","\Microsoft OneNote 2016\OneNote Options\Note Flags","Copy items when moving them"
"50bdcf66-6ab1-4d66-8085-45de63cf903f","\Microsoft Edge","Set WPAD optimization"
"caa342a1-5d49-42c9-a492-55052145de4e","\Microsoft Office 2016\Business Data\Web Service","Set maximum web service return size limit"
"ebee1a62-efb1-4628-b313-9964552208a9","\FSLogix\Profile Containers","Reattach Count"
"8c20c3f5-8e4f-432d-9c7c-02bf3fa52c59","\Microsoft Office 2016\Security Settings\Trust Center","Set the minimum operating system for verifying agile VBA signatures"
"51a6226e-858e-4090-970a-ef60730e655b","\Google\Google Chrome","Application locale"
"af3fdfab-c165-403c-aa68-96476341b089","\Microsoft Project 2016\Project Options\Security\Trust Center","Trusted Location #15"
"72fc7382-3c7e-4c8c-ae6d-def2d17233e4","\Google\Google Chrome","List of types that should be excluded from synchronization"
"0ca063a9-5016-439d-933a-f40771ee7bdb","\Google\Google Chrome - Default Settings (users can override)","Set download directory"
"d7838d50-c783-447f-bd4a-aa486a341083","\Microsoft Outlook 2016\Disable Items in User Interface\Custom","Disable command bar buttons and menu items"
"1f0a3e60-cfa2-476d-a231-2d5b1b37c1b5","\Microsoft Access 2016\Application Settings\Security\Trust Center\Trusted Locations","Trusted Location #13"
"b3ebe1df-54bd-433a-b6e7-bf1ce995571a","\Microsoft Edge - Default Settings (users can override)","Allow importing of favorites"
"0e02717c-2532-4d35-b5af-6e29f9cb88ad","\Microsoft Word 2016\Word Options\Advanced","Add control characters in Cut and Copy"
"9cd4617c-4144-456b-bde9-9ab1067694e0","\Microsoft Edge\Content settings","Block multiple automatic downloads in quick succession on specific sites"
"b5b487b4-ea04-4c15-b7bf-14001dccb34c","\Microsoft PowerPoint 2016\File Tab\Check Accessibility","Stop checking for table header accessibility information"
"a7ebcf09-c1fe-4f7a-8ef1-64120155e015","\Google\Google Chrome","Do not set window.opener for links targeting _blank"
"3032e90b-ba18-4698-8c0c-b509fa068a77","\Google\Google Chrome","List of file types that should be automatically opened on download"
"0234007c-fb85-4cfd-9961-0f1d05507ec4","\Google\Google Chrome\Deprecated policies","Configure the list of domains on which Safe Browsing will not trigger warnings."
"2c5d2177-bf98-4536-b75e-33a1d7684bf3","\Microsoft Edge","Live captions allowed"
"01282c00-91d9-45da-9f36-3bca56180e92","\Microsoft Office 2016\Language Preferences\Editing Languages\Enabled Editing Languages","English (Jamaica)"
"05736aff-93d5-4f0a-9da5-b7a574ca90cf","\Google\Google Chrome","Allow QUIC protocol"
"73d52afc-3218-4933-8072-c33bf5d1bb84","\Microsoft Excel 2016\Excel Options\Security\Trust Center\Protected View","Turn off Protected View for attachments opened from Outlook"
"9cf92212-f1b2-4966-b1b4-d094e6818982","\Microsoft PowerPoint 2016\PowerPoint Options\Security","Turn off file validation"
"a3429877-019c-4c56-95db-940ef215117e","\Microsoft Edge - Default Settings (users can override)","Edge 3P SERP Telemetry Enabled"
"708d3224-2c59-48ef-b911-a407c87e57fd","\Microsoft Edge","Require that the Enterprise Mode Site List is available before tab navigation"
"92994517-705d-4ce1-bd92-ab46e0542ff1","\Microsoft Outlook 2016\Account Settings\RSS Feeds","Run rules on RSS items"
"d1133ae4-7399-4fd5-a696-96095f03736a","\Google\Google Chrome","Allow users to customize the background on the New Tab page"
"5e7ef299-55f7-47c6-9e4b-d965c6b53c10","\Microsoft Office 2016\Tools | AutoCorrect Options... (Excel, PowerPoint and Access)","Correct accidental use of cAPS LOCK key"
"ba9db4ec-6fcd-47c5-a1de-484b761dfe50","\Microsoft Edge - Default Settings (users can override)\Startup, home page and new tab page","Enable preload of the new tab page for faster rendering"
"5487ee82-3a03-4e12-8f2a-bbfea2f483a4","\Microsoft Word 2016\Japanese Find","Match contractions (yo-on, sokuon)"
"367c1b2f-84ee-4f03-9144-a041edb8851f","\Microsoft Outlook 2016\Disable Items in User Interface\Custom","Disable shortcut keys"
"21aa976e-3a59-4922-a344-78f955eea4c4","\Microsoft Edge","Restrict which accounts can be used to sign in to Microsoft Edge"
"0b66f464-52c9-4738-8451-2357ad5dcaa2","\Google\Google Chrome\Removed policies","Enable PAC URL stripping (for https://)"
"b93bc0ba-d110-4274-bae0-a59c8feeb271","\Microsoft Edge\Identity and sign-in","Switch sites on the IE mode site list to a work profile"
"bed25edf-44fa-4ab2-8bfe-50663b81e21f","\Microsoft Edge","Block third party cookies"
"d5d1638f-1af7-4344-b2d6-0cfd65f468cc","\Google\Google Chrome","Enable add person in user manager"
"9a14e2aa-2b1c-4583-af21-be4600273fea","\Google\Google Chrome","Enable Media Recommendations"
"28dae48d-9319-4139-9c9b-3c276e6d6364","\Microsoft Edge","Show thumbnail images for browsing history"
"b26ecded-1043-45e6-a05d-792240b00d91","\Microsoft Word 2016\Word Options\Security\Trust Center\File Block Settings","Word 2003 binary documents and templates"
"413ec732-c9e7-486c-8b61-cb20e680d2c9","\Google\Google Chrome - Default Settings (users can override)","Enable Bookmark Bar"
"8defd572-5f47-4956-b2ec-973d63b44102","\Microsoft Edge","Use Windows proxy resolver (deprecated)"
"d3c4620a-b253-4f79-b85e-f6b3dd8bab99","\Google\Google Chrome","URLs that will be granted access to audio capture devices without prompt"
"f68fa2e3-7fd7-451d-b5e9-1e9a691efed7","\Microsoft Edge","Allow importing of home page settings"
"6e4b87cc-0230-4805-bb34-c3cb72cb68bc","\Google\Google Chrome","URLs for which local IPs are exposed in WebRTC ICE candidates"
"bbb98fa9-d5db-416e-825c-e21462acf5cd","\Microsoft Edge","Double Click feature in Microsoft Edge enabled (only available in China)"
"f43af38f-75c2-4060-a7bb-b1fe2a44be9a","\Microsoft Word 2016\Word Options\General","Allow LinkedIn Resume Assistant feature"
"14711f3d-a887-4221-adeb-3af2c967cc40","\Microsoft Edge\Content settings","Allow Window Management permission on specified sites"
"1c780530-6352-4143-a375-515afdca853c","\Microsoft Edge","Control use of the Serial API"
"8e9d75b5-8852-484e-92c5-5260a49e1a4c","\Microsoft Access 2016\Application Settings\General","Number of files in the Recent list"
"116dcc62-03b1-4d9f-83cf-cc009a2dbf52","\Microsoft Office 2016\Shared paths","Web Query dialog box home page"
"d41151fd-175c-4090-a368-23b4d4e8244b","\Microsoft Office 2016\Present Online\Presentation Services","Configure presentation service in PowerPoint and Word 7"
"2e74209f-5870-4c47-9f0c-7e3a96d7c28c","\Microsoft Office 2016\Document Information Panel","Document Information Panel Beaconing UI"
"f3e73ad7-ac15-4616-9c3f-925dff9e993b","\Google\Google Chrome\Removed policies","Parameters for instant URL which uses POST"
"35b0309c-2fad-4d92-85b9-256d192644e7","\Microsoft Access 2016\Application Settings\Security\Trust Center\Trusted Locations","Trusted Location #15"
"3d2b512e-73da-4efc-910a-3804f71cac1c","\Google\Google Chrome\Content settings","Default geolocation setting"
"e51726ad-277d-43e4-bfa1-bb890fe642a9","\Microsoft Office 2016\Contact Card\Contact Tab","Replace Label - Work Address"
"a584648d-d151-4309-8e70-78d5e78b7352","\Microsoft Office 2016\Miscellaneous","Do not automatically hyperlink screenshots"
"ec97fcc1-3c4b-4d70-a46e-31fdc063f22c","\Microsoft Edge\Startup, home page and new tab page","Show Home button on toolbar"
"c53eda5f-f2ad-4375-8b69-ae9d0e89c70c","\Microsoft Outlook 2016\Outlook Options\Preferences\Search Options","Prevent installation prompts when Windows Desktop Search component is not present"
"d87ac25c-c8d9-4b54-9950-bc641bc3021a","\Microsoft Edge","Allow legacy TLS/DTLS downgrade in WebRTC (deprecated)"
"4253bb53-2d3e-4e98-a9bc-fd8e27b84b97","\Google\Google Chrome\Removed policies","Allow users to show passwords in Password Manager (deprecated)"
"af508509-9518-4596-867a-52161b718d49","\Microsoft Office 2016\Language Preferences\Editing Languages\Enabled Editing Languages","Spanish (Puerto Rico)"
"8328c1d7-9324-423e-b936-164cedfc36a7","\Microsoft Office 2016\Language Preferences\Editing Languages\Enabled Editing Languages","Tatar"
"9391b19c-b5c0-4650-9bf1-a168f7e5f80b","\Microsoft Office 2016\Language Preferences\Editing Languages\Enabled Editing Languages","Khmer"
"7a32f996-b133-46e6-8973-5b04be20c048","\Microsoft Office 2016\Contact Card\Contact Tab","Replace AD - Other"
"5bee4aad-7dd5-4714-9419-f56677c8df9b","\Microsoft Edge Update\Applications\Microsoft Edge Canary","Allow installation"
"3c65e402-d973-4046-bd6a-8f6bd2ff083c","\Microsoft Outlook 2016\Miscellaneous\PST Settings","Default location for PST files"
"50ac5742-3b71-40b1-8aa2-2acddec56c47","\Microsoft Outlook 2016\Outlook Options\Preferences\Calendar Options","Working hours"
"95dca55c-07d9-4562-95e9-1b3e3507c969","\Microsoft Edge","Re-enable Web Components v0 API until M84 (obsolete)"
"de9b62b1-d176-45be-a9f2-8a857264225d","\Microsoft Edge - Default Settings (users can override)\Default search provider","Default search provider search URL"
"cda6d053-8d96-4b78-b83c-0d29cce0e2c0","\Google\Google Chrome\Deprecated policies","URL to a proxy .pac file"
"12d46083-8616-4c49-91ff-e05145d532c1","\Microsoft Office 2016\Language Preferences\Editing Languages\Enabled Editing Languages","German (Austria)"
"8aecb99a-53ca-4ba4-a566-2cc42e327620","\Microsoft Edge - Default Settings (users can override)\Sleeping tabs settings","Configure sleeping tabs"
"cdeb7fbb-46f3-4bf4-8a8a-8fe6e2e0e55e","\Microsoft Edge","Allow importing of autofill form data"
"08c228ef-25e3-45b2-9afe-47bb2f2ab7eb","\Microsoft Edge","Force minimum YouTube Restricted Mode"
"fd5486fd-fd63-484f-8f98-dff1a334ad55","\Microsoft Visio 2016\Visio Options\Security\Trust Center","Trusted Location #19"
"271e0dff-418d-44b1-b02e-352a692ea420","\Microsoft Outlook 2016\Outlook Options\Other","Hide the Office Store button"
"334a9789-c134-4f26-9677-7221942fd173","\Microsoft Edge","List of file types that should be automatically opened on download"
"550ce29c-c66a-47f1-b7af-3733b601fe16","\Google\Google Chrome","Import search engines from default browser on first run"
"5fc25b57-c798-44bd-a226-b110d92d99eb","\Microsoft Edge","Set disk cache size, in bytes"
"83b6c37f-61aa-45bf-af58-eba26df3321c","\Microsoft Office 2016\Language Preferences\Editing Languages\Enabled Editing Languages","Hindi"
"2ebbb533-ba96-4745-9477-2e4bc93d6a93","\Microsoft Office 2016\Language Preferences\Editing Languages\Enabled Editing Languages","Azerbaijani (Latin)"
"187fea5e-1885-40d9-8f03-696fb1048d96","\Google\Google Chrome","Specifies whether WebAssembly modules can be sent cross-origin"
"7f4609b5-f10e-402f-98b3-a7b6cb326f4c","\Microsoft Outlook 2016\Security\Security Form Settings\Programmatic Security\Trusted Add-ins","Configure trusted add-ins"
"721ccaf8-5e94-40b3-a1db-a9efcf833e9b","\Microsoft Office 2016\Language Preferences\Editing Languages\Enabled Editing Languages","Swedish (Finland)"
"12c551cd-81aa-4ddd-a24b-6fc6a7d2aea8","\Microsoft Edge","Enable scrolling to text specified in URL fragments"
"f76b48b2-bb56-42ca-8959-9ac2aa8c928c","\Microsoft Outlook 2016\Miscellaneous","Do not display ""Open this task"" button for workflow tasks"
"7f6c32dd-9afe-4f7b-a847-d0a34733a919","\Microsoft Edge","Allow the Search bar at Windows startup"
"e4f796fc-4224-4dc7-acba-9c6dd463c2c1","\Microsoft Excel 2016\Excel Options\Security\Trust Center","Disable Trust Bar Notification for unsigned application add-ins and block them"
"136fad07-aba1-4da1-b8e2-0cc83cd5c9f2","\Microsoft Edge","Configure the Share experience"
"14659c2d-4618-4768-b832-d6a8ec7c5d34","\Microsoft Edge\Sleeping tabs settings","Configure auto discard sleeping tabs"
"66fcd9f0-95e1-4b90-b199-ae1f8b5a25c1","\Microsoft Excel 2016\Excel Options\General","Show all windows in the Taskbar"
"5710c217-f21c-4b6c-b4ce-f4e0b5fe42f3","\Microsoft Access 2016\Application Settings\Security\Cryptography","Specify CNG random number generator algorithm"
"39ffdc26-9979-4c48-af23-dd93d6db4ca2","\Microsoft Edge","Disable support for 3D graphics APIs"
"0cf75c9a-10fa-4ca9-bddb-a211efac2806","\Microsoft Edge\Identity and sign-in","Enable proactive authentication"
"6786d65c-3a36-47cf-a991-2ba7f965ae16","\Microsoft Office 2016\Language Preferences\Editing Languages\Enabled Editing Languages","Malay (Brunei)"
"17c0b3a2-1f18-4dc3-bf05-6ccc14be6252","\Microsoft Outlook 2016\Security","Prevent users from customizing attachment security settings"
"50196d52-8b70-4ca8-8f66-23d15b950b0c","\Google\Google Chrome\Removed policies","Use Legacy Form Controls until M84."
"d07d8dbb-a919-4519-8a3b-752030e745cc","\Microsoft Excel 2016\Excel Options\Advanced","Enable fill handle and cell drag-and-drop"
"849b57ee-9e6c-4cc3-b2f6-5f76c65a97eb","\Google\Google Chrome","Limits the number of user data snapshots retained for use in case of emergency rollback."
"e2f3324c-5798-4fba-aec5-c194112e8fe1","\Microsoft Edge\Content settings","Automatically grant sites permission to connect to USB serial devices"
"9902dd57-e5f5-4ed8-bef1-7194f152132b","\Microsoft Edge","Control Copilot with Commerical Data Protection access to browser context for Microsoft Entra ID profiles"
"3e91c0d9-722f-4deb-8403-ee65f59f1910","\Microsoft Edge","Ads setting for sites with intrusive ads"
"ef15b876-6f75-4c84-95ce-473d460f05e8","\Microsoft Outlook 2016\Outlook Options\Other","Hide photo link"
"8cd7925c-e86c-41d3-9f67-31d5e18079b3","\Microsoft Outlook 2016\Account Settings\Exchange","Disable AutoDiscover"
"ae5c23b1-55b1-404e-b7b6-7428565d14f3","\Microsoft PowerPoint 2016\PowerPoint Options\General","Turn off QuickStarter"
"a22b7196-3e82-43e1-8ac9-35f4c69beafd","\Google\Google Chrome\Removed policies","Allow Google Chrome Frame to handle the listed content types"
"e23b5d11-7573-453c-9f2b-90160c981435","\Microsoft Edge","Enable Drop feature in Microsoft Edge"
"10c6b11c-e341-4d46-a939-4df61ba5113f","\Google\Google Chrome","Enable Translate"
"b74dd8e1-83b9-4219-908f-b1b2b1b2d81e","\Google\Google Chrome - Default Settings (users can override)","Allow default search provider context menu search access"
"5e134e2e-cc2c-444f-aa5c-a5c393d7282d","\Google\Google Chrome\Removed policies","Allow users to opt in to Safe Browsing extended reporting"
"6b640a5a-6836-452d-a611-506dc547a7a1","\Microsoft Office 2016\Language Preferences\Editing Languages\Enabled Editing Languages","Serbian (Cyrillic, Serbia and Montenegro (Former))"
"69a9ff87-fae7-4b71-9d3f-3e71983bcf41","\Microsoft Edge","Enable or disable the User-Agent Reduction"
"dc234258-5594-4064-8185-613f9a725a3a","\Microsoft Edge","Mouse Gesture Enabled"
"64dd28b9-db59-4ff1-9fb3-988569d5da73","\Google\Google Chrome","Specifies whether to allow insecure websites to make requests to more-private network endpoints"
"8f06656a-59e7-4f27-8229-175e533a87d6","\Visual Studio\Install and Update Settings","Enable administrator updates"
"3ebb5506-fef1-4a21-babb-1cf11ba469ef","\Microsoft Edge","Enable online OCSP/CRL checks"
"28320553-980b-4515-ab3e-48563b8ed1cc","\List Sync","Blocks syncing of external lists via Lists sync"
"e9b22dac-4bf6-412a-8ef2-1b90182c9ee1","\Microsoft Office 2016\Language Preferences\Editing Languages\Enabled Editing Languages","Bosnian (Cyrillic, Bosnia and Herzegovina)"
"589368a6-4425-45a6-9d5d-d7864f8b3e93","\Google\Google Chrome","Fetch keepalive duration on Shutdown"
"7d11d2c3-92b8-4dec-89ef-0ca0528f90d2","\Microsoft Office 2016\Language Preferences\Editing Languages\Enabled Editing Languages","Swahili"
"07a2fd85-f6de-4d8e-a9d1-1f89b1bb6c54","\Google\Google Chrome\Printing","Disable Print Preview"
"222a5879-68dd-424f-ac83-647aae8ee3e3","\Microsoft Edge","Block all ads on Bing search results"
"ee0deeaf-1b02-4090-bcae-fe14566ed9b0","\Microsoft Edge\Default search provider","Specifies the search-by-image feature for the default search provider"
"1af3f820-1ca5-4bf0-a794-bc5fb3dbf569","\Microsoft Edge - Default Settings (users can override)","Single sign-on for work or school sites using this profile enabled"
"2aa2d333-6ef7-41af-b1cb-df6e33429eb3","\Microsoft Visio 2016\Visio Options\Advanced\File Locations","Start-up"
"f974758d-1fab-42fe-ad36-3a6cd25c49c1","\Microsoft Outlook 2016\Account Settings\Exchange","Automatically configure profile based on Active Directory Primary SMTP address"
"7587e241-d674-44fa-8452-8290a23a71ea","\Google\Google Chrome","Control how Chrome Cleanup reports data to Google"
"3aec9a93-52aa-4d00-b5c2-4fe7a6ce9c8f","\Microsoft Office 2016\Security Settings","Allow Basic Authentication prompts from network proxies"
"439d17d2-8c84-4f66-864c-defc25bdce49","\Microsoft PowerPoint 2016\PowerPoint Options\Save","Default file format"
"20fdccbf-8b39-43f0-8cd0-43d828a3a856","\Google\Google Chrome - Default Settings (users can override)","Import saved passwords from default browser on first run"
"42d13330-e48f-4831-aa7c-8076c202c908","\Microsoft Office 2016\Telemetry Dashboard","Specify custom tags for Office telemetry data"
"58f89121-a6b7-4457-b28c-06fc19ddc0c7","\Microsoft Edge - Default Settings (users can override)\Identity and sign-in","Enable sign in click to action dialog"
"cd47281b-c2ca-4ad7-b9b6-1a7c8e007a68","\Microsoft Edge - Default Settings (users can override)","Allow importing of open tabs"
"823c3228-4bc4-45c7-996b-2ac0ef36a7ad","\Microsoft Edge","Check RSA key usage for server certificates issued by local trust anchors"
"d594310a-e641-4851-891e-ef27c9232a76","\Microsoft Outlook 2016\Account Settings\Exchange\Cached Exchange Mode","Use the Online Global Address List for Nickname Resolution"
"fb6c7c1d-ec0f-4340-b6aa-2480ed31ae4d","\Microsoft Office 2016 (Machine)\Security Settings","Disable Package Repair"
"7518f72f-fd30-4b29-8a93-0f4364428149","\Microsoft Project 2016\Project Options\Calendar","Use starting year for FY numbering"
"dc97ba0f-64cb-47b4-bc32-6353b50e3ef7","\Microsoft Excel 2016\Excel Options\Advanced","Enable automatic percent entry"
"5bbd86b7-e201-4355-aba9-4132e237803f","\Microsoft Edge","Allow clipboard use on specific sites"
"81191de0-0536-4178-b60f-ae60b523c869","\Google\Google Chrome","Allow user cloud policies to override Chrome Browser Cloud Management policies."
"dab1d9cb-6639-4c9b-97f5-b3d8781e72ff","\Microsoft Edge - Default Settings (users can override)","Enable search suggestions"
"24be357b-8ef2-463a-97a2-bd73af01ea14","\Microsoft Office 2016\Tools | Options | Spelling","Ignore words in UPPERCASE"
"5f200d4d-073c-4829-b0ef-21230d95062f","\Microsoft Office 2016\Global Options\Customize","Large icons"
"3e3ef429-ba9c-4bf5-9c54-5caf3aac9831","\Microsoft Edge\Startup, home page and new tab page","Configure the new tab page URL"
"d91c1959-83d9-4004-bd0a-13eb8a768ac0","\Microsoft Publisher 2016\Publisher Options\Advanced","Turn off drag preview"
"72d9f132-f1ee-4029-850d-3221313b8259","\Microsoft Outlook 2016\Outlook Options\Preferences\Calendar Options","Hide lucky days when using Rokuyou (Japanese) calendar"
"9087c04a-608d-45b3-82a1-5d3feb848cce","\Microsoft Office 2016\Global Options\Customize\Shared Workspace","Disable user from setting personal site as default location"
"e4ba15f0-15fe-4629-ba89-46eb7516d3d0","\Microsoft Edge - Default Settings (users can override)","Allow the use of your organization's branding assets from M365 on the profile-related UI of a work profile"
"3f5a25ac-d437-4439-96cc-71b511dc6abe","\Google\Google Chrome","Disable Certificate Transparency enforcement for a list of subjectPublicKeyInfo hashes"
"e9dcdb94-a228-4e66-92ed-d2960929f14f","\Microsoft Project 2016\Miscellaneous","Personal templates path for Project"
"0f337a4e-5d00-46b2-aebf-cac4b1d9f464","\Microsoft PowerPoint 2016\File Tab\Check Accessibility","Stop checking for Section with valid name"
"89518ce6-24a3-4b92-8ba6-2758fffbaabd","\FSLogix","VHD Compact Disk"
"be300335-1f3e-4977-a6ce-9e6cc7f4366e","\Microsoft Edge\Startup, home page and new tab page","Hide the default top sites from the new tab page"
"03695ebf-bd8f-499b-82be-3d13233e05db","\Microsoft Office 2016\Tools | Options | General | Web Options...\Files","Check if Office is the default editor for Web pages created in Office"
"c74ceea9-d758-4df5-9399-28cbf7384cc2","\Microsoft Outlook 2016\Account Settings\Exchange\Cached Exchange Mode","Disable Exchange Fast Access"
"274d9535-3e43-40bc-b95f-810f87d7b12a","\Microsoft Outlook 2016\Outlook Social Connector","Do not show social network info-bars"
"c74ebfb6-7188-47a2-b949-c38921e2f96a","\Microsoft OneNote 2016\OneNote Options\Versions and Recyle Bin","Maximum number of once-per-day version history items kept"
"5a89469b-42a3-429d-99cc-f4db31e84e6f","\Microsoft Word 2016\Word Options\General","Prompt the user if Word is not the default application for its file extensions"
"b8801e04-683d-4159-9000-613a0fa559b0","\Microsoft Visio 2016\Visio Options\Security\Trust Center","Trusted Location #1"
"4157d57b-1c4d-4321-ae72-95f6731927fa","\Google\Google Chrome\Removed policies","Default HTML renderer for Google Chrome Frame"
"1c25186c-a651-4957-beec-4f9f5c3cf22e","\Google\Google Chrome\Removed policies","Disable SPDY protocol"
"74d87fbe-d4c6-4cf2-820e-a9c816420143","\Microsoft PowerPoint 2016\PowerPoint Options\Advanced","End with black slide"
"016a47ba-99e6-4022-89c9-2cd8c33f4466","\Microsoft OneNote 2016\OneNote Options\E-mail","Allow OneNote e-mail attachments"
"26c913cf-a392-4a46-8f44-af2c6ffcfd11","\Microsoft Edge - Default Settings (users can override)\Performance","Performance Detector Enabled"
"80835f0b-a0cc-49a2-9207-3589c405113b","\Microsoft Edge - Default Settings (users can override)","Allow importing of shortcuts"
"4504dd68-a550-4b7f-a997-9d0e02705ef2","\Microsoft Outlook 2016\Outlook Options\Other","Disable Preview Place."
"cc2f6573-33a0-4839-addd-29faac806480","\Microsoft Edge - Default Settings (users can override)","Show the Reload in Internet Explorer mode button in the toolbar"
"7fb7beb3-da24-4aab-bf0f-18b8ef3bbff5","\FSLogix\Profile Containers","Redirection XML Source Folder"
"5b9e0dda-db58-49e4-9b36-24b7d2f4606c","\Microsoft Project 2016\Project Options\Security\Trust Center","Trusted Location #5"
"3a9169ce-29b7-4619-a2f3-c242f4c80e42","\Microsoft Project 2016\Project Options\Schedule\Scheduling options for 'Project1'","Work is entered in"
"639546a7-9f46-4794-a361-1fc1807ef310","\Microsoft Outlook 2016\Miscellaneous","Set the time-out interval for Outlook people search"
