"Key","Value"
"2c079fa0-9e81-4911-9443-110413d0062f","EnrollmentNotificationInternalMEO"
"2028eebc-1806-44af-99ac-5125b651b85e","SRMW-Template-Win-ComplMsg-OSNotCompliant"
"594482f0-de74-4a5a-b17f-786707a1ba2b","Non-compliant device"
"eb8e1e13-d7fd-4e6c-81a5-f1a4f1307db3","SRMW-Template-Win-Msg-GeneralNotCompliant"
